Pos,Player1,Player2,similarity,complementarity,similarity_ov,complementarity_ov,delta_sim,delta_com
SG,hardeja01,curryse01,0.254141806664276,0.745858193335724,0.3701185738892042,0.6298814261107958,0.11597676722492822,0.11597676722492822
SG,hardeja01,garlada01,0.404301372811273,0.595698627188727,0.4969291694071587,0.5030708305928413,0.09262779659588571,0.09262779659588571
SG,hardeja01,huertke01,0.42778529803557985,0.5722147019644201,0.5167614759275319,0.4832385240724681,0.088976177891952,0.08897617789195206
SG,hardeja01,fultzma01,0.5155485742006366,0.4844514257993634,0.5908780547154768,0.4091219452845231,0.07532948051484023,0.07532948051484029
SG,hardeja01,whitede01,0.36431016224332413,0.6356898377566759,0.4631563678618945,0.5368436321381055,0.09884620561857038,0.09884620561857038
SG,hardeja01,forbebr01,0.21198038072765224,0.7880196192723478,0.3345130132972438,0.6654869867027562,0.12253263256959157,0.12253263256959157
SG,hardeja01,beaslma01,0.2546694505724745,0.7453305494275255,0.3705641721280441,0.6294358278719558,0.11589472155556962,0.11589472155556968
SG,hardeja01,harriga01,0.36849021192047116,0.6315097880795288,0.4666864432507295,0.5333135567492705,0.09819623133025834,0.09819623133025834
SG,hardeja01,templga01,0.3239190681441365,0.6760809318558635,0.429045862432453,0.570954137567547,0.1051267942883165,0.1051267942883165
SG,hardeja01,gallola01,0.23167019229459507,0.7683298077054049,0.3511411695613345,0.6488588304386654,0.11947097726673944,0.1194709772667395
SG,hardeja01,monkma01,0.3005472737837669,0.6994527262162331,0.4093082510553645,0.5906917489446355,0.10876097727159761,0.10876097727159761
SG,hardeja01,hartjo01,0.36168609585019273,0.6383139041498073,0.4609403290804166,0.5390596709195834,0.09925423323022387,0.09925423323022387
SG,hardeja01,mclembe01,0.16975358714592947,0.8302464128540705,0.2988522493624973,0.7011477506375027,0.12909866221656785,0.12909866221656785
SG,hardeja01,satorto01,0.5241977802508068,0.47580221974919323,0.5981823577187624,0.4018176422812376,0.07398457746795561,0.07398457746795561
SG,hardeja01,korkmfu01,0.21098722889735455,0.7890127711026454,0.3336742910082055,0.6663257089917944,0.12268706211085095,0.12268706211085101
SG,hardeja01,caldwke01,0.26717619734413,0.73282380265587,0.3811261898988821,0.6188738101011179,0.11394999255475208,0.11394999255475213
SG,hardeja01,shamela01,0.20699154884479343,0.7930084511552066,0.3302999168010474,0.6697000831989526,0.123308367956254,0.123308367956254
SG,hardeja01,divindo01,0.417335944148315,0.582664055851685,0.5079369379828448,0.4920630620171552,0.0906009938345298,0.0906009938345298
SG,hardeja01,culveja01,0.20199809995863172,0.7980019000413683,0.3260829212196753,0.6739170787803247,0.12408482126104359,0.12408482126104359
SG,hardeja01,brownbr01,0.46729929757940836,0.5327007024205916,0.5501312700873247,0.4498687299126753,0.0828319725079163,0.08283197250791635
SG,hardeja01,trentga02,0.19240848920742715,0.8075915107925729,0.3179844411737542,0.6820155588262458,0.12557595196632704,0.1255759519663271
SG,hardeja01,poolejo01,0.2304778979973352,0.7695221020026648,0.3501342703424052,0.6498657296575948,0.11965637234506998,0.11965637234506998
SG,hardeja01,bazemke01,0.31706151745388556,0.6829384825461144,0.4232546224259789,0.5767453775740211,0.10619310497209333,0.10619310497209333
SG,hardeja01,riverau01,0.22486928677512608,0.7751307132248739,0.3453977667191809,0.6546022332808191,0.1205284799440548,0.1205284799440548
SG,hardeja01,okogijo01,0.3725781772143275,0.6274218227856725,0.4701387528615816,0.5298612471384184,0.09756057564725407,0.09756057564725407
SG,hardeja01,mooreet01,0.1905563147974717,0.8094436852025283,0.316420269499872,0.683579730500128,0.1258639547024003,0.1258639547024003
SG,hardeja01,simonan01,0.18692457818265928,0.8130754218173407,0.3133532475664317,0.6866467524335683,0.1264286693837724,0.1264286693837724
SG,hardeja01,holidju01,0.28584941675482367,0.7141505832451763,0.3968958283872446,0.6031041716127554,0.1110464116324209,0.1110464116324209
SG,hardeja01,greenda02,0.3090485573938856,0.6909514426061144,0.4164876327286628,0.5835123672713372,0.1074390753347772,0.10743907533477726
SG,hardeja01,snellto01,0.2012307257254573,0.7987692742745427,0.3254348693772857,0.6745651306227143,0.12420414365182841,0.12420414365182841
SG,hardeja01,beverpa01,0.3998186462736383,0.6001813537263617,0.4931434817126091,0.5068565182873909,0.0933248354389708,0.09332483543897085
SG,hardeja01,daviste02,0.26628923730641296,0.733710762693587,0.3803771471740688,0.6196228528259312,0.11408790986765582,0.11408790986765582
SG,hardeja01,matthwe02,0.19651672835956768,0.8034832716404323,0.3214538721715976,0.6785461278284024,0.12493714381202992,0.12493714381202992
SG,hardeja01,tuckepj01,0.35865424763671383,0.6413457523632862,0.4583799162653255,0.5416200837346745,0.09972566862861165,0.09972566862861165
SG,hardeja01,dotsoda01,0.1379273794235526,0.8620726205764474,0.2719748384994302,0.7280251615005697,0.13404745907587762,0.13404745907587767
SG,hardeja01,walkelo01,0.16472817105025683,0.8352718289497432,0.2946082572934612,0.7053917427065388,0.12988008624320435,0.12988008624320435
SG,hardeja01,josepco01,0.3249137677630858,0.6750862322369142,0.4298858918376855,0.5701141081623144,0.10497212407459972,0.10497212407459977
SG,hardeja01,belinma01,0.08052382446417428,0.9194761755358257,0.2234972144889804,0.7765027855110196,0.14297339002480614,0.14297339002480614
SG,hardeja01,connapa01,0.23399478235743165,0.7660052176425683,0.3531042989027901,0.6468957010972098,0.11910951654535845,0.11910951654535851
SG,hardeja01,brownst02,0.2033869824037987,0.7966130175962013,0.3272558402317324,0.6727441597682676,0.12386885782793366,0.12386885782793366
SG,hardeja01,robinje01,0.14293081963936494,0.8570691803606351,0.2762002718147112,0.7237997281852888,0.13326945217534625,0.13326945217534625
SG,hardeja01,cartevi01,0.1502564930331538,0.8497435069668462,0.2823868440689689,0.717613155931031,0.1321303510358151,0.13213035103581516
SG,hardeja01,thybuma01,0.24287051114562064,0.7571294888543794,0.3605999016283885,0.6394000983716115,0.11772939048276787,0.11772939048276787
SG,hardeja01,grahatr01,0.1031980655327771,0.8968019344672229,0.2426457382001664,0.7573542617998336,0.1394476726673893,0.13944767266738933
SG,hardeja01,fergute01,0.1565515004724315,0.8434484995275685,0.287703013145958,0.712296986854042,0.13115151267352648,0.13115151267352654
SG,hardeja01,mcgruro01,0.09414006494813676,0.9058599350518632,0.2349962059205129,0.765003794079487,0.14085614097237614,0.1408561409723762
SG,hardeja01,dellama01,0.21551406039687548,0.7844859396031245,0.3374972255903535,0.6625027744096464,0.12198316519347802,0.12198316519347807
SG,bealbr01,antetgi01,0.3786849179364372,0.6213150820635628,0.4752959296403581,0.5247040703596418,0.09661101170392089,0.09661101170392095
SG,bealbr01,bookede01,0.7824278477569716,0.2175721522430284,0.8162590975585788,0.1837409024414211,0.03383124980160723,0.03383124980160729
SG,bealbr01,lavinza01,0.8321844226735338,0.16781557732646624,0.858278804048182,0.1417211959518179,0.026094381374648257,0.02609438137464834
SG,bealbr01,mitchdo01,0.8330320741305824,0.16696792586941755,0.8589946504562276,0.1410053495437724,0.025962576325645137,0.025962576325645165
SG,bealbr01,mccolcj01,0.7113437048062525,0.28865629519374747,0.7562281402858352,0.2437718597141648,0.04488443547958265,0.04488443547958268
SG,bealbr01,derozde01,0.7736357450949565,0.22636425490504353,0.8088341175654048,0.1911658824345952,0.035198372470448325,0.035198372470448325
SG,bealbr01,middlkh01,0.7159020152845785,0.28409798471542147,0.7600776590420787,0.2399223409579213,0.04417564375750016,0.04417564375750016
SG,bealbr01,brownja02,0.6511410102179451,0.3488589897820549,0.7053866271646849,0.2946133728353151,0.054245616946739794,0.054245616946739794
SG,bealbr01,butleji01,0.7027501317553608,0.29724986824463917,0.7489708196623606,0.2510291803376394,0.046220687906999736,0.04622068790699979
SG,bealbr01,hieldbu01,0.7293334596313161,0.27066654036868387,0.7714205890996195,0.2285794109003804,0.0420871294683034,0.04208712946830348
SG,bealbr01,holidjr01,0.7733930701295454,0.2266069298704546,0.808629177196498,0.191370822803502,0.03523610706695257,0.0352361070669526
SG,bealbr01,gilgesh01,0.7026008983207876,0.29739910167921235,0.7488447911901491,0.2511552088098508,0.04624389286936148,0.046243892869361536
SG,bealbr01,schrode01,0.7538245958520127,0.24617540414798733,0.7921034909536216,0.2078965090463783,0.03827889510160898,0.038278895101609034
SG,bealbr01,fournev01,0.7049594460272643,0.29504055397273565,0.7508365979520509,0.249163402047949,0.045877151924786586,0.04587715192478664
SG,bealbr01,murraja01,0.8132029271913026,0.1867970728086974,0.84224882468898,0.15775117531102,0.029045897497677386,0.029045897497677386
SG,bealbr01,willilo02,0.7778998899394218,0.22210011006057817,0.8124352117945406,0.1875647882054594,0.03453532185511876,0.03453532185511876
SG,bealbr01,vanvlfr01,0.6883325512117322,0.3116674487882678,0.7367950920575282,0.2632049079424717,0.04846254084579604,0.0484625408457961
SG,bealbr01,brogdma01,0.7489278830246586,0.2510721169753414,0.7879681895162873,0.2120318104837126,0.03904030649162871,0.03904030649162876
SG,bealbr01,brookdi01,0.6276482320385064,0.3723517679614936,0.6855468442740666,0.3144531557259333,0.057898612235560254,0.05789861223556031
SG,bealbr01,powelno01,0.6100633845636444,0.3899366154363556,0.670696341987741,0.329303658012259,0.06063295742409658,0.06063295742409658
SG,bealbr01,hardati02,0.5364407084888829,0.4635592915111171,0.6085215792588285,0.3914784207411714,0.07208087076994563,0.07208087076994568
SG,bealbr01,redicjj01,0.5092500454884059,0.4907499545115941,0.5855589119037361,0.4144410880962639,0.07630886641533019,0.07630886641533019
SG,bealbr01,clarkjo01,0.5765005466534814,0.4234994533465186,0.642352337194241,0.357647662805759,0.06585179054075962,0.06585179054075962
SG,bealbr01,bogdabo01,0.6806606146648634,0.3193393853351366,0.7303160986290842,0.2696839013709158,0.049655483964220815,0.049655483964220815
SG,bealbr01,bartowi01,0.6738109457736317,0.32618905422636835,0.7245315148460731,0.2754684851539268,0.05072056907244149,0.050720569072441546
SG,bealbr01,burksal01,0.633261973915783,0.366738026084217,0.6902876807642617,0.3097123192357383,0.05702570684847874,0.05702570684847874
SG,bealbr01,rosste01,0.5370015988998968,0.46299840110010315,0.6089952543557009,0.3910047456442991,0.07199365545580405,0.07199365545580405
SG,bealbr01,harrijo01,0.5711157789967647,0.4288842210032353,0.6378048707171098,0.3621951292828902,0.0666890917203451,0.0666890917203451
SG,bealbr01,barrerj01,0.5940830765945151,0.4059169234054849,0.6572008823102549,0.3427991176897451,0.06311780571573977,0.06311780571573983
SG,bealbr01,richajo01,0.6893378469550324,0.3106621530449676,0.737644069949185,0.262355930050815,0.04830622299415255,0.0483062229941526
SG,bealbr01,herroty01,0.5927890334642931,0.4072109665357069,0.6561080556314091,0.3438919443685909,0.06331902216711593,0.06331902216711599
SG,bealbr01,robindu01,0.45828459684417056,0.5417154031558294,0.5425183047732629,0.4574816952267371,0.08423370792909235,0.08423370792909235
SG,bealbr01,smartma01,0.6613563636804909,0.3386436363195091,0.7140135504387151,0.2859864495612849,0.05265718675822417,0.05265718675822423
SG,bealbr01,leeda03,0.6368048838681618,0.3631951161318382,0.6932796880832481,0.3067203119167518,0.05647480421508633,0.05647480421508638
SG,bealbr01,curryse01,0.5268974686664631,0.47310253133353686,0.6004622597222563,0.3995377402777437,0.07356479105579317,0.07356479105579317
SG,bealbr01,garlada01,0.6902063870965398,0.3097936129034602,0.7383775569683735,0.2616224430316265,0.048171169871833674,0.048171169871833674
SG,bealbr01,huertke01,0.6838186575702647,0.3161813424297353,0.7329830835690457,0.2670169164309542,0.049164425998781014,0.04916442599878107
SG,bealbr01,fultzma01,0.7508818636053044,0.2491181363946956,0.7896183370721189,0.210381662927881,0.038736473466814525,0.03873647346681461
SG,bealbr01,whitede01,0.6128171757441089,0.3871828242558911,0.6730219340794559,0.3269780659205441,0.060204758335347,0.060204758335347
SG,bealbr01,forbebr01,0.49167181910364766,0.5083281808963523,0.5707140011651257,0.4292859988348743,0.07904218206147806,0.07904218206147806
SG,bealbr01,beaslma01,0.5229543139122375,0.47704568608776254,0.5971322434240385,0.4028677565759615,0.07417792951180102,0.07417792951180102
SG,bealbr01,harriga01,0.5884626624486253,0.41153733755137467,0.6524544110518065,0.3475455889481935,0.06399174860318113,0.06399174860318119
SG,bealbr01,templga01,0.5712686526090747,0.42873134739092533,0.6379339733398293,0.3620660266601707,0.0666653207307546,0.06666532073075465
SG,bealbr01,gallola01,0.496549236208937,0.503450763791063,0.5748330072569902,0.4251669927430098,0.07828377104805317,0.07828377104805323
SG,bealbr01,monkma01,0.5684008939869762,0.43159910601302376,0.6355121351046678,0.3644878648953322,0.06711124111769151,0.06711124111769157
SG,bealbr01,hartjo01,0.5493122569350506,0.4506877430649494,0.619391674089143,0.380608325910857,0.07007941715409238,0.07007941715409238
SG,bealbr01,mclembe01,0.38914802052069886,0.6108519794793011,0.4841320784367444,0.5158679215632556,0.09498405791604553,0.09498405791604558
SG,bealbr01,satorto01,0.7814056197159811,0.2185943802840189,0.8153958202465875,0.1846041797534124,0.03399020053060642,0.0339902005306065
SG,bealbr01,korkmfu01,0.47836894373331795,0.521631056266682,0.5594796483290154,0.4405203516709846,0.08111070459569747,0.08111070459569747
SG,bealbr01,caldwke01,0.5261046442460622,0.4738953557539378,0.5997927150540612,0.4002072849459388,0.073688070807999,0.073688070807999
SG,bealbr01,shamela01,0.47980780712156146,0.5201921928784385,0.560694776527731,0.4393052234722689,0.08088696940616957,0.08088696940616963
SG,bealbr01,divindo01,0.6187921636327569,0.3812078363672431,0.6780678448516693,0.3219321551483307,0.05927568121891236,0.05927568121891241
SG,bealbr01,culveja01,0.40504333049055974,0.5949566695094403,0.497555756827286,0.502444243172714,0.09251242633672624,0.0925124263367263
SG,bealbr01,brownbr01,0.7038650054735178,0.2961349945264822,0.7499123367681597,0.2500876632318403,0.04604733129464189,0.04604733129464189
SG,bealbr01,trentga02,0.4502589762133762,0.5497410237866238,0.5357406231529263,0.4642593768470737,0.08548164693955007,0.08548164693955013
SG,bealbr01,poolejo01,0.49384005980794454,0.5061599401920555,0.5725450925966833,0.4274549074033167,0.07870503278873875,0.07870503278873875
SG,bealbr01,bazemke01,0.5293837298633713,0.47061627013662866,0.6025619212428848,0.3974380787571152,0.07317819137951342,0.07317819137951348
SG,bealbr01,riverau01,0.4876207157803474,0.5123792842196526,0.5672928216950841,0.4327071783049159,0.07967210591473672,0.07967210591473672
SG,bealbr01,okogijo01,0.6003309513443055,0.3996690486556945,0.6624772475667109,0.3375227524332891,0.06214629622240542,0.06214629622240542
SG,bealbr01,mooreet01,0.45963539255502117,0.5403646074449788,0.543659059324647,0.456340940675353,0.0840236667696258,0.0840236667696258
SG,bealbr01,simonan01,0.46652080396251605,0.533479196037484,0.5494738278630416,0.4505261721369584,0.0829530239005255,0.08295302390052556
SG,bealbr01,holidju01,0.5060617654511643,0.4939382345488357,0.5828663915364036,0.4171336084635964,0.0768046260852393,0.0768046260852393
SG,bealbr01,greenda02,0.5178729281990029,0.4821270718009971,0.5928409846991638,0.4071590153008362,0.07496805650016092,0.07496805650016092
SG,bealbr01,snellto01,0.4503158368466933,0.5496841631533067,0.5357886422765658,0.4642113577234342,0.08547280542987246,0.08547280542987251
SG,bealbr01,beverpa01,0.61299367308488,0.38700632691512005,0.6731709870733131,0.3268290129266868,0.06017731398843318,0.060177313988433234
SG,bealbr01,daviste02,0.5273908829933077,0.4726091170066923,0.6008789508877262,0.3991210491122737,0.07348806789441853,0.07348806789441859
SG,bealbr01,matthwe02,0.4646618936027741,0.5353381063972259,0.5479039676417979,0.452096032358202,0.08324207403902384,0.0832420740390239
SG,bealbr01,tuckepj01,0.5336672972293085,0.4663327027706915,0.6061794179003006,0.3938205820996994,0.07251212067099211,0.07251212067099211
SG,bealbr01,dotsoda01,0.4030257551773737,0.5969742448226263,0.4958519031632644,0.5041480968367356,0.09282614798589067,0.09282614798589073
SG,bealbr01,walkelo01,0.4374761682870332,0.5625238317129668,0.5249454701891494,0.4750545298108506,0.08746930190211621,0.08746930190211621
SG,bealbr01,josepco01,0.6020729937559484,0.39792700624405164,0.6639484121505357,0.3360515878494643,0.06187541839458732,0.06187541839458732
SG,bealbr01,belinma01,0.3611530233070369,0.6388469766929631,0.4604901463289182,0.5395098536710817,0.0993371230218813,0.09933712302188136
SG,bealbr01,connapa01,0.4728499838243724,0.5271500161756276,0.5548188557424945,0.4451811442575055,0.08196887191812208,0.08196887191812213
SG,bealbr01,brownst02,0.4647052594579423,0.5352947405420577,0.547940590349629,0.4520594096503709,0.08323533089168678,0.08323533089168683
SG,bealbr01,robinje01,0.4112080619199575,0.5887919380800425,0.5027619070835068,0.4972380929164932,0.09155384516354925,0.09155384516354931
SG,bealbr01,cartevi01,0.41145798926308663,0.5885420107369134,0.502972972126059,0.497027027873941,0.09151498286297233,0.09151498286297238
SG,bealbr01,thybuma01,0.4449503440435747,0.5550496559564253,0.5312574535213672,0.4687425464786328,0.08630710947779252,0.08630710947779252
SG,bealbr01,grahatr01,0.3663678544115463,0.6336321455884537,0.4648941004349192,0.5351058995650808,0.0985262460233729,0.0985262460233729
SG,bealbr01,fergute01,0.41142479433394885,0.5885752056660511,0.5029449388222864,0.4970550611777136,0.09152014448833756,0.09152014448833756
SG,bealbr01,mcgruro01,0.333835497778444,0.666164502221556,0.4374203428575456,0.5625796571424544,0.1035848450791016,0.1035848450791016
SG,bealbr01,dellama01,0.4954284688024043,0.5045715311975957,0.5738865128983133,0.4261134871016867,0.07845804409590895,0.07845804409590895
SG,antetgi01,bookede01,0.3550095008333157,0.6449904991666843,0.4553019071546796,0.5446980928453203,0.10029240632136388,0.10029240632136394
SG,antetgi01,lavinza01,0.3912426941733119,0.6087573058266881,0.4859010420806831,0.5140989579193169,0.09465834790737115,0.09465834790737115
SG,antetgi01,mitchdo01,0.34499136250991846,0.6550086374900815,0.4468415331713957,0.5531584668286043,0.10185017066147722,0.10185017066147728
SG,antetgi01,mccolcj01,0.3521170342730525,0.6478829657269475,0.4528592029272068,0.5471407970727932,0.10074216865415431,0.10074216865415431
SG,antetgi01,derozde01,0.4351089054642169,0.5648910945357831,0.5229463034626355,0.4770536965373645,0.08783739799841861,0.08783739799841861
SG,antetgi01,middlkh01,0.38847415138204466,0.6115258486179553,0.4835629921709367,0.5164370078290633,0.09508884078889202,0.09508884078889202
SG,antetgi01,brownja02,0.4559170088552169,0.5440829911447831,0.5405188634421227,0.4594811365578772,0.08460185458690583,0.08460185458690589
SG,antetgi01,butleji01,0.3880865068027938,0.6119134931972062,0.4832356241503339,0.5167643758496661,0.09514911734754011,0.09514911734754017
SG,antetgi01,hieldbu01,0.3136668133839037,0.6863331866160963,0.4203877758056297,0.5796122241943703,0.10672096242172602,0.10672096242172602
SG,antetgi01,holidjr01,0.41974707262554767,0.5802529273744523,0.509973149500457,0.490026850499543,0.09022607687490936,0.09022607687490936
SG,antetgi01,gilgesh01,0.41627885116300256,0.5837211488369974,0.5070442170298947,0.4929557829701053,0.0907653658668921,0.09076536586689216
SG,antetgi01,schrode01,0.3235631075420041,0.6764368924579959,0.4287452517081709,0.5712547482918291,0.10518214416616678,0.10518214416616678
SG,antetgi01,fournev01,0.26568588883913735,0.7343141111608626,0.3798676160106319,0.6201323839893681,0.11418172717149455,0.11418172717149455
SG,antetgi01,murraja01,0.32369997133842643,0.6763000286615736,0.4288608339516102,0.5711391660483898,0.10516086261318375,0.1051608626131838
SG,antetgi01,willilo02,0.2566165001464378,0.7433834998535622,0.372208466409872,0.627791533590128,0.11559196626343421,0.11559196626343426
SG,antetgi01,vanvlfr01,0.21121850104249662,0.7887814989575034,0.3338696016314626,0.6661303983685374,0.122651100588966,0.122651100588966
SG,antetgi01,brogdma01,0.32011116439883325,0.6798888356011668,0.4258300663695885,0.5741699336304115,0.10571890197075523,0.10571890197075529
SG,antetgi01,brookdi01,0.22149522564678048,0.7785047743532195,0.3425483531787833,0.6574516468212167,0.12105312753200281,0.12105312753200281
SG,antetgi01,powelno01,0.2851825206759989,0.7148174793240011,0.3963326309095589,0.603667369090441,0.11115011023355997,0.11115011023356003
SG,antetgi01,hardati02,0.18027527187363146,0.8197247281263685,0.3077378711074742,0.6922621288925258,0.12746259923384273,0.12746259923384273
SG,antetgi01,redicjj01,0.13139205306057078,0.8686079469394292,0.2664557187439654,0.7335442812560345,0.13506366568339462,0.13506366568339467
SG,antetgi01,clarkjo01,0.2065336409501478,0.7934663590498522,0.3299132110166451,0.6700867889833548,0.1233795700664973,0.12337957006649736
SG,antetgi01,bogdabo01,0.3005280981331455,0.6994719018668545,0.4092920571109018,0.5907079428890982,0.10876395897775626,0.10876395897775626
SG,antetgi01,bartowi01,0.40376116988289634,0.5962388301171037,0.4964729650053631,0.5035270349946369,0.09271179512246674,0.09271179512246674
SG,antetgi01,burksal01,0.22322288449553118,0.7767771155044688,0.3440073707631007,0.6559926292368993,0.12078448626756949,0.12078448626756955
SG,antetgi01,rosste01,0.15267740397157092,0.8473225960284291,0.2844313169298993,0.7155686830701007,0.1317539129583284,0.1317539129583284
SG,antetgi01,harrijo01,0.3208719050098042,0.6791280949901958,0.4264725160808342,0.5735274839191657,0.10560061107102997,0.10560061107103003
SG,antetgi01,barrerj01,0.32738247137994736,0.6726175286200526,0.4319707258835237,0.5680292741164763,0.10458825450357634,0.10458825450357634
SG,antetgi01,richajo01,0.28106153599854056,0.7189384640014594,0.3928524362441236,0.6071475637558764,0.11179090024558302,0.11179090024558302
SG,antetgi01,herroty01,0.22152093796205852,0.7784790620379415,0.342570067373198,0.6574299326268019,0.12104912941113949,0.12104912941113954
SG,antetgi01,robindu01,0.1675466057456565,0.8324533942543435,0.2969884411959786,0.7030115588040213,0.12944183545032212,0.12944183545032217
SG,antetgi01,smartma01,0.20380213226626032,0.7961978677337397,0.3276064366182217,0.6723935633817782,0.12380430435196138,0.12380430435196144
SG,antetgi01,leeda03,0.2577592795554443,0.7422407204445557,0.3731735500280539,0.626826449971946,0.1154142704726096,0.11541427047260966
SG,antetgi01,curryse01,0.170818716284722,0.829181283715278,0.2997517568921181,0.7002482431078819,0.12893304060739608,0.12893304060739608
SG,antetgi01,garlada01,0.16816187155992646,0.8318381284400735,0.2975080366257699,0.70249196337423,0.12934616506584345,0.1293461650658435
SG,antetgi01,huertke01,0.26685838616099933,0.7331416138390007,0.380857796572841,0.619142203427159,0.1139994104118417,0.1139994104118417
SG,antetgi01,fultzma01,0.32661764629551737,0.6733823537044826,0.4313248268115413,0.5686751731884587,0.1047071805160239,0.1047071805160239
SG,antetgi01,whitede01,0.25683784887338745,0.7431621511266125,0.3723953966508275,0.6276046033491725,0.11555754777744004,0.1155575477774401
SG,antetgi01,forbebr01,0.10405779240737789,0.8959422075926221,0.2433717823660385,0.7566282176339615,0.13931398995866062,0.13931398995866062
SG,antetgi01,beaslma01,0.14942280879520298,0.850577191204797,0.2816827930557622,0.7183172069442377,0.13225998426055924,0.1322599842605593
